review_text,label
"This app was OK but the paid version still has ads, just in different forms. What's worse, now that I've uninstalled it, Amazon won't remove it from my list, a constant reminder that I should never have downloaded this app.",0
this game was hard to download.it would be easier if it was easier.but I love that the game was free.,0
"This is the stupidest game so far, not even my Grandkids like it, and to thik I paid money for it  ugh.",0
"though this would be fun but is boring gets old fast with , no challenge  can't see the what the whole buzz is about",0
Too technical for me. I got so upset that I removed it from my unit in favor of games I like.,0
"Unless you are 7 years old , this is a very boring and hard to manuver application. The game is redundant",0
Using birds to kill is just plain sickmy 3 year old loved it and started &#34;killing&#34; things in his play time,0
"We all love the beloved angry birds characters but this app gets really old I mean really old, its fun the first couple of times but everyone has shirts of it youtube videos of it,I mean really this has a terrible lasting appeal",0
"Who are these 20 godless inbred bafoons giving this game 1 star, that is probably the score of there I. Q.  Lol just kidding, but seriously this is a great game, very good pass time, and your kids will love it. If there is any good catapult castle games ",1
"why do these apps appear on my device if I DON'T CHOOSE THEM?stop doing this it's very ANNOYING, I'm ready to return my Kindle if this keeps up!!",0
"Wouldn't load on my Trio 4.3&#34; tablet.  I can't say I hate or like it.  Perhaps I'll try again later when I get my dream tablet, a 7&#34; Samsung Galaxy Tab 3.",0
Angry birds is so boring all you do is knock down the pigs and then the birds are doing flops and stuff it's stupid.,0
cant install on kindle fire files been corupted witch is bs i cant play my game this game needs to die.  i know bs rovio fix it if you can please.,0
"Didn't like this game. Can't see what all the hipe is about. Took off ""Kindle Fire"" after a two wk.trial period.",0
Don't like it really boring game. probably won't play ever again. buy you sure ask for a lot of words for a review.,0
free game added to kindle over Christmas - has been deleted - alredy had it and was added again. thanks,0
.I don't get why the birds angry.I don't get why everyone likes it. its not that fun of game.,0
i dont like it.  it stinks. it takes so much to make the stupid pigs die. they dont die quick enough. and the birds NEVER go where i want the to go. it is so frustrating that sometimes i want to throw my kindle across the room.  you can do better rovio. ,0
I don't like it so I say if you get it you are either so addicted you don't have a life or you got it for when there is almost nothing else to do or it is for a sinking or you are almost dead or you are dead oh ya also I just like posting random reviews,0
"I don't understand all the high reviews or the great love people have for this game. I'm glad I didn't waste my money on the 99 cent version because I wouldn't buy it at 5 cents. It doesn't take any thought or skill and hasn't any entertainment value, ne",0
I don't under stand what the big deal is about this game my dad loves it and my brothers both like it but I don't under stand but whatever,0
I don't understand why this game is as popular as it is. I found it silly and boring. what is all the hype about?,0
I doundt think there should be a fee to use the mighty ehgle so I rate it a zero star ...... you,0
I guess you can tell by the title that I'm not that young. I don't have a clue what this is all about.It's not relevant to anything I do!,0
I hate this app so much it stinks so I deleted it  all you do is shoot an ugly bird to kill pigs.  REALLY ROVIO???,0
"I thought this was going to be the best game ever but it was boring. The characters are really cute, but it's the same thing over and over again. Fling the bird, try to smash a pig. Maybe it's just a quirk, but it's so SLOW. It takes ten to fifteen secon",0
"It might seem fun at first but,after awhile it gets totally boring.I got ,my kindle for X-mas,and this was my first app.but,as I said.....it might seem fun at first.worst app ever.",0
"It's not the regular version, so I don't like it or use it.  Perhaps an Angry Bird afficionado will like it.",0
"It was ok for the first few rounds which presented a challenge, but id like to be able to win a couple rounds...?",0
I used to love this game now its so boring its so 3 years ago I don't get why Ppl still have this game they gotta make this game more exciting not just u defeate,0
IvV GIVEN YOU THE NEWS OF BLOCK STORY A OPEN SAND BOX GAME ITS LIKE MINE CRAFT WITH A RPG TWIST AND HAS A GREAT WEBSITE WITH LOTS OF PEOPLE TO ANSWER YOU QUESTIONS.,0
Mostly kids game and it gets boring after a while Not a good game for very young kids as it teaches them to be aggressive and angry,0
Omb! I am in love with this game! NOT!!!! This game gets SOOOOOO BOOOORING after like the first two levels! WTF? This is really what everyone was &quot;so excited&quot; about? Well I don't know what they see in this game. Its so boring.,0
The grandchildren like it and it keeps them busy during grocery shopping but I don't get what the big rage is all about.,0
This app is just plain boring all you do is kill pigs(disappointed).What is the point of this app???DO NOT GET THIS APP!!!!!!,0
this tame is soooooo boring. Even though it is free it is not a good buy.  :( all u do is fling birds @ buildings.,0
Too many pop ups in trying to play the game!!! Very frustrating when trying to play then have to deal with the pop ups.,0
"TURN OFF WIFI AND NO ADS, , , , ,  , ,  , , , , , , , , ,",0
Why does this game have death in it? It is not the best game for children! Children shouldn't be playing games like that! I really don't like this app!,0
"You know, this whole phase is killing the handheld gaming industry. No longer will casuals get the new handheld, no... They just play their terrible slingshot game on their phone and that's enough for them. And you know what, I don't really care about th",0
and extremely fun. The ads aren't bad and don't interfere with the playing at all. I can't believe I waited this long to get it.,1
Angry birds is the best! Best part is that you can still play Angry Birds with out having to be hooked up to Internet. Love love this game!!,1
As with all the angry bird games this is a great game for anyone.  It is challenging and fun as well as a learning tool.,1
"Buy the ad free. Worth the pennies it costs. Love Angry Birds! Developers are geniuses. Fun, fun game to play alone or with someone else.",1
"Free and fun, what could be better?  I enjoy playing Angry Birds on PS3 so I had to have this app for my Kindle, it's a nice mini version.",1
"Free and fun, what could be better?  The birds are angry, it's everything I expected, and anyway, those pigs had it coming!",1
gives me a chance to decompress in a silly way.  Love the complaining and cheering they do when each level is either won or lost.,1
"good and fun game, i purchased this game from amazon.com i dont have it on my phone so i just downloaded it to my kindle",1
great app highly recommend very easy to use or navigate a must have for very kindle owner very fun to play,1
I am addicted to this game. Lots of fun. Sometimes one needs a mindless game to play and relax from the normal everyday toils.,1
"if you don't know what this series of games is, then it won't do any good trying to explain it to you.  Find someone with a tablet / smartphone, or even a roku xs, and become addicted to solving the puzzles.",1
I have never played Angry Birds. I uploaded this on my Kindle Fire and it is very fun to play on! Even though the levels get really hard but I totally reccomend this and its also free so your getting a good deal here. :),1
I love angry birds; I have all of the AB games on my kindle fire hd. The original is my favorite!,1
"I love angry birds its really addicting, and i love that it has differnt ways to play the game. Love it",1
I play this games almost every day.  Got some updates that make it a new experience.  Waiting for more updates.  But the ads are getting in my way.,1
"It allows a good progression in levels, has great sound affects and is fun.  I love playing it.  I mean, pigs and birds, how fun is THAT.",1
It is really fun to play and increase skills and make it more harder at each level but it is really fun to play.,1
"Its Angry Birds, very addictive game. Easy to play, very fun, very addictive.Still improving my game, but son already surpassed me a long time ago.",1
I've allways hear about angry birds games but never play it before till now its fun to play. I like it.,1
"My daughter has this on her ipod so when she got her Kindle Fire, she had to have it on there as well!  Loves this game!",1
My grandson has this and I like to play on his Hook.  And when I got my Kindle I wanted it too so I will enjoy it. And it was free. Free makes a difference.,1
Never had played this before but love it.  Would recommend this for anyone with some idle time looking for a good game.,1
Purchased this for my Grand Kids and this game is really loved by them they beat me at every game.,1
So much fun.it's makes me laugh when I hear the pigs making the noises...they smile at you though when you don't beat the level.like they are mocking you...lol,1
"The goal is to take the various birds who have various actions,  and stretch them back on their rubber band,  and aim it at the green pigs, and knock them out!!!",1
"the graphics, movements... everything overall is smooth. there isn't a glitch in sight. and ads? what ads!? for most of your game play you wont notice them, and when they do pop up every once in a while, they creep up unnoticed in a tiny space on the top",1
This game is great the hole family play's it and we are not young people.My sister started it and then got me started and we are in our 80's my brother is in his 70's and guess what can't stop him so I would say it's quite A game.,1
This game works great and has no running problems. I also love that my kids love it and there are no bad or evil images to worry about.,1
This was the first game app that I downloaded for my kindle fire and it is the app that I continuously go back to and play the most. Many free apps that I download usually get uninstalled very quickly....not angry birds! Great way to pass some time. The ,1
got this kindle fire for Christmas. trying to download free angry birds and it is not working. started to down load over 2 hours ago. an it is only at 2 percent still. piece of crap:(,0
I do not care for this game I think it is a boring game and very very pointless :kindle fire,0
"Its hard to control. Adjusting my fingertip up and down on the screen seems to do nothing and it launches birds when it feels this is required, not when I do. Sometimes completely ignores my attempt to launch entirely.",0
My husband downloaded this and I still don't see the point of this game.  Why is it so popular?  I mean my kids are playing it and they don't get what is going on.  Only that you get to fling birds at pigs?  WHY,0
not good...games bad...not good ffor kids...they r throwing birds! really people...sue them dumb people! sue who made Angry birds. xhhshsjsjsnsn shshs,0
Played once and then the app would not load because of the add. DELETED IT Would not load or run.,0
this game has to many unbeatable. parts it absolutely ducks 1star eeeeeeeeeeeeeeeeeeeeeeeeeeeeeewwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww! !!!!!!!!!!!!how can you people waste yo stupid app space 4 dis,0
This is probably one of the most popluar games I've ever played. And to be honest. The first time I played it I thought nothing of it.Just a game where you fling a thing at a thing. Sounds extremely dismissive and cynical but there it is.I sort of grew u,0
"Simple to learn but difficult to master is usually a great sign of game design.  Requires certain amount of thinking and not just finger gymnastics. Much easier to play on a larger screen.On a Dell Streak, need to remove the SD card before installing or ",1
fun game till an ad blocks the screen or some stupid film ad livid you off the game and you lose a shot,0
"the game is very good. But if you install this over your other one with ads it will delete everything , all complete levels and unlocks.It deleted all my progress.",0
This game sucks you do the same lame thing all over again and again. yeah&hellip; you get different birds with different powers&hellip; but its so boring. Most people can say 'it was fun for a minute's but&hellip; on this game&hellip; sadly&hellip; I can,0
i dint understand why everyone is obsessed with this stupid game! it gets too hard and nobody will ever wanna play it. the red bird dosnt even do anything. bottom line.. this sucks dont waste your time dowloding this or the space on your device.,0
it's quite boring. I don't get the hype about it. those stupid birds go exactly where I DON'T want them to go. I aim it all right and they just fail. I'm glad this is a free version I wouldn't buy it but some other people might somehow get some fun out o,0
"I'm not a big game player on my phone. I have a rockin PC with a 19&quot; monitor for game play. So, when I say Angry Birds is good, I really mean it. Fun, addicitive and challenging enough to keep the player interested... without making it impossible to",1
Who doesn't likel the birds!  These guys are fun to watch and play. I love the various levels and designs created for the characters. Can't wait to see/play future games.,1
If I need to waste ten minutes just waiting for someone this is a great game. It can get addicting.,1
